20x20 spins, 1 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
            1.5e+02      -798.28947        12.75831           399.56579                         399.56579      0.83777701       0.0028373              38
            1.5e+02      -798.95425       8.9456192           399.73856                         399.73856       0.5591012       0.0029774              54
            1.5e+02      -798.80519       12.286726            399.7013                          399.7013      0.76792039       0.0028676              42
            1.6e+02      -798.86452       9.2397086           399.69032                         399.69032      0.78151925       0.0029041              48
            1.6e+02      -798.84615       9.0276134           399.70513                         399.70513      0.60535832       0.0029233              36
            1.6e+02      -799.13376        6.179561           399.78344                         399.78344      0.38622256       0.0029235              40
            1.6e+02      -799.41772        5.838167            399.8481                          399.8481      0.43262298       0.0030162              34
            1.6e+02      -799.14465       7.7212136           399.78616                         399.78616      0.48257585       0.0029699              40
            1.6e+02          -798.7            9.51             399.675                           399.675        0.594375       0.0030086              64
            1.6e+02      -798.38509       14.584623           399.59006                         399.59006      0.94996335       0.0030073              54
            1.6e+02      -798.39506       13.720469           399.59259                         399.59259       0.8957476       0.0031695              50
            1.6e+02      -799.23926       6.5869246           399.80368                         399.80368      0.45225639       0.0030374              40
            1.6e+02      -799.02439       10.755503            399.7561                          399.7561      0.67221892        0.003144              46
            1.6e+02      -799.27273       5.2892562           399.81818                         399.81818      0.33057851       0.0030954              50
            1.7e+02      -798.74699       9.0323704            399.6747                          399.6747      0.64116708       0.0031235              53
            1.7e+02      -799.56886       3.2632221           399.89222                         399.89222      0.20395138       0.0032664              44
            1.7e+02      -798.83333       16.829365           399.66667                         399.66667       1.6507937       0.0031277              54
            1.7e+02       -799.2426       5.4855222           399.81065                         399.81065      0.34284514       0.0031566              40
            1.7e+02      -798.89412       8.6593772           399.71765                         399.71765      0.57910035       0.0031897              47
            1.7e+02      -798.97076       7.9231216           399.74269                         399.74269       0.4951951       0.0032797              43
            1.7e+02      -799.34884       4.7852893           399.83721                         399.83721      0.29908058       0.0032062              26
            1.7e+02       -798.7052       9.2367937           399.66474                         399.66474      0.65060644       0.0032341              44
            1.7e+02      -798.91954       9.0395032           399.70115                         399.70115      0.78425155       0.0032407              54
            1.8e+02      -798.90286       9.0362776           399.72571                         399.72571      0.56476735       0.0032741              70
            1.8e+02      -798.90909       7.5371901           399.72727                         399.72727      0.47107438       0.0032805              58
            1.8e+02      -799.05085       7.9578665           399.75141                         399.75141      0.57097258       0.0033822              50
            1.8e+02      -799.03371       9.2235829           399.75281                         399.75281      0.61305391       0.0033141              42
            1.8e+02      -798.23464        14.13489           399.55307                         399.55307      0.91757436       0.0033517              56
            1.8e+02      -798.11111       15.898765           399.51111                         399.51111        1.094321       0.0033601              68
            1.8e+02      -798.98343       7.8063551           399.74586                         399.74586      0.48789719       0.0034095              52
            1.8e+02      -799.12088       6.2601135           399.78022                         399.78022      0.39125709       0.0033893              40
            1.8e+02      -798.62295       15.152916           399.63934                         399.63934       1.0721132       0.0034136              52
            1.8e+02      -798.95652       8.6502836           399.73913                         399.73913      0.54064272       0.0034287              48
            1.8e+02      -798.76757       13.097327           399.67568                         399.67568       1.0191381       0.0034904              48
            1.9e+02      -798.43011         11.3849           399.60215                         399.60215      0.76644699       0.0034645              52
            1.9e+02      -798.93048       11.348108           399.71123                         399.71123       0.8791787       0.0034853              56
            1.9e+02      -798.93617       12.144862           399.73404                         399.73404      0.75905387       0.0035074              62
            1.9e+02      -798.81481       9.4313149           399.69312                         399.69312      0.68889449       0.0035198              55
            1.9e+02      -798.98947       8.9156787           399.73684                         399.73684      0.62548476       0.0035441              52
            1.9e+02      -798.36649       15.928511           399.58115                         399.58115       1.0811107       0.0036133              70
            1.9e+02      -799.08333       10.326389           399.76042                         399.76042      0.75509983       0.0035762              40
            1.9e+02      -799.08808        6.463744           399.77202                         399.77202        0.403984        0.003827              46
            1.9e+02      -798.30928       13.966203           399.54639                         399.54639       1.1963014       0.0036191              86
              2e+02      -798.89231       8.9473767           399.72308                         399.72308      0.55921105       0.0036322              50
              2e+02      -799.26531       6.6438984           399.81633                         399.81633      0.41524365       0.0036468              50
              2e+02      -799.04569        6.967456           399.75635                         399.75635      0.46855111       0.0036719              64
              2e+02      -798.44444       14.630752           399.58586                         399.58586       1.1416182       0.0036901              72
              2e+02      -799.19598       6.2681245           399.78894                         399.78894      0.45796823       0.0037203              56
              2e+02         -798.82         10.8476               399.7                             399.7            0.71       0.0037243              64
              2e+02      -798.88557       8.3102893           399.72139                         399.72139      0.51939308        0.003773              56
              2e+02      -799.34653       5.0383296           399.83168                         399.83168      0.34790707       0.0038286              54
              2e+02      -798.62069       9.7625276           399.65517                         399.65517      0.61015798       0.0037824              64
              2e+02      -799.29412       6.4036909           399.82353                         399.82353      0.40023068       0.0038382              37
              2e+02      -799.21951       6.1030339           399.79512                         399.79512      0.44582986       0.0038726              59
            2.1e+02      -799.43689       4.4207748           399.85437                         399.85437      0.30888868       0.0038709              54
            2.1e+02      -799.07246        7.642092           399.75845                         399.75845       0.5406894        0.003902              50
            2.1e+02      -799.13462       6.4049556           399.77885                         399.77885      0.43186021       0.0038918              60
            2.1e+02      -799.19617        5.784483           399.79904                         399.79904      0.36153018        0.003888              32
            2.1e+02      -798.89524       8.2271202           399.72381                         399.72381      0.51419501       0.0038908              70
            2.1e+02      -798.67299        8.855147           399.66825                         399.66825      0.55344669       0.0039509              80
            2.1e+02      -798.73585       9.3453186           399.66981                         399.66981      0.70229619       0.0039589              82
            2.1e+02      -798.87324       9.9980163           399.70892                         399.70892      0.68522559       0.0039607              74
            2.1e+02      -798.85981       13.428946           399.70093                         399.70093       1.0320552       0.0039884              90
            2.2e+02       -799.1814       5.8787236           399.79535                         399.79535      0.36742023        0.004001              56
            2.2e+02       -798.7963       11.069616           399.68519                         399.68519      0.82681756        0.004024              61
            2.2e+02      -798.93088       9.1795536           399.73272                         399.73272       0.5737221       0.0040717              69
            2.2e+02      -798.51376       9.9011868           399.62385                         399.62385      0.64750442       0.0046415              70
            2.2e+02      -798.42922       11.560059           399.58904                         399.58904      0.83567899       0.0040884              82
            2.2e+02      -798.94545       8.4879339           399.73636                         399.73636      0.53049587       0.0041751              56
            2.2e+02      -798.84163       9.9522942           399.69231                         399.69231      0.73790463       0.0042208              60
            2.2e+02      -798.48649       15.150718            399.6036                          399.6036       1.1401672        0.004135             106
            2.2e+02      -798.67265        10.43544           399.65919                         399.65919      0.70896258       0.0041584              72
            2.2e+02      -798.58929       10.081314           399.64286                         399.64286      0.65816327       0.0041711              58
            2.2e+02      -799.21778       5.6459062           399.80444                         399.80444      0.35286914       0.0042659              54
            2.3e+02      -799.30973       5.2580468           399.82301                         399.82301      0.35805466        0.004217              60
            2.3e+02      -799.04846       7.1298104            399.7533                          399.7533      0.50301772       0.0042304              50
            2.3e+02      -798.85965       8.5943367           399.71053                         399.71053      0.56532779       0.0042453              52
            2.3e+02       -799.0393       7.5312065           399.75546                         399.75546      0.49915143       0.0042578              64
            2.3e+02      -799.18261       6.0796975            399.7913                          399.7913      0.40862004         0.00437              56
            2.3e+02      -798.85714       10.053185           399.71429                         399.71429      0.62832406       0.0043005              62
            2.3e+02      -798.55172        14.31629           399.62069                         399.62069       1.1319857        0.004315              88
            2.3e+02      -798.93562       8.4808341           399.73391                         399.73391      0.53005213       0.0044718              62
            2.3e+02      -798.87179       9.3938199           399.71795                         399.71795      0.58711374       0.0044432              74
            2.4e+02      -799.18298       5.8686464           399.79574                         399.79574       0.3667904       0.0043774              69
            2.4e+02      -798.76271       13.180982           399.66102                         399.66102       1.1054295       0.0047836              66
            2.4e+02      -799.18987       7.4449607           399.79747                         399.79747      0.46531005       0.0045885              64
            2.4e+02      -798.43697       15.103171           399.60504                         399.60504      0.97005861       0.0046442             104
            2.4e+02      -799.19665       6.3169762           399.79916                         399.79916      0.39481102       0.0049449              50
            2.4e+02          -798.8            9.76               399.7                             399.7            0.61       0.0047243              67
            2.4e+02      -799.10373       7.2962931           399.76763                         399.76763      0.51032179       0.0044952              52
            2.4e+02       -799.2562       5.5955194           399.80992                         399.80992      0.37709173       0.0046413              58
