20x20 spins, 1 Temperature, random initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
               1272      -798.64706        12.16955           399.63235                         399.63235       0.9824827       0.0236601            2267
               1273      -798.65201       9.9045472            -399.663                           399.663       0.6190342       0.0236633            1784
               1274       -798.9781       7.5980606          -399.74453                         399.74453      0.47487879       0.0242798            6769
               1275      -798.69091       11.086281           399.67273                         399.67273      0.69289256       0.0237422            1940
               1276      -798.69565       10.008822          -399.66667                         399.66667      0.67149758       0.0240003            1601
               1277      -798.74368       10.493868           399.68231                         399.68231      0.67885676       0.0238175            2349
               1278      -798.30216       11.966254           399.56835                         399.56835      0.79209151       0.0238187            1682
               1279       -798.7957       13.230663          -399.69892                         399.69892      0.82691641       0.0238121            2128
               1280      -798.91429       8.4212245           399.72857                         399.72857      0.52632653       0.0238756            1548
               1281      -698.69039       52.149694           3.9786477                         42.128114       2467.7148       0.0242824           23783
               1282      -798.62411       10.986369          -399.64539                         399.64539      0.75368442       0.0242217            1675
               1283      -798.91166       8.5964365           399.72438                         399.72438      0.56007691       0.0241817            2280
               1284      -799.08451       7.1055346           399.76761                         399.76761      0.46711962       0.0242291           12827
               1285      -798.61053       11.486907           399.64211                         399.64211      0.78419206       0.0240874            2424
               1286      -799.18881          6.6147           399.79021                         399.79021      0.45948457       0.0242786            1790
               1287      -698.29965       53.415435          -11.240418                         57.832753       4882.5589        0.024642           24223
               1288      -799.36111       5.1473765          -399.84028                         399.84028      0.32171103       0.0240948            1340
               1289      -699.08651       61.504628          -127.51557                         127.51557       2450.6719       0.0245963           24227
               1290      -798.91034       8.1367895           399.72414                         399.72414      0.53079667       0.0242599            1026
               1291       -799.0378       8.2013202           399.75258                         399.75258      0.57108442       0.0239984            1979
